filename,width,height,class,xmin,ymin,xmax,ymax
Numazu_20170907131433.jpg,600,600,Crack,225,420,337,594
Nagakute_20170908102553.jpg,600,600,Crack,261,460,323,575
Nagakute_20170908102553.jpg,600,600,Crack,1,323,199,499
Adachi_20170906151548.jpg,600,600,Crack,126,388,293,438
Adachi_20170906151548.jpg,600,600,Crack,421,388,593,551
Adachi_20170906151548.jpg,600,600,Crack,348,326,538,541
Ichihara_20170929100722.jpg,600,600,Crack,518,474,596,539
Ichihara_20170929100722.jpg,600,600,Crack,85,465,594,599
Sumida_20170921090711.jpg,600,600,Crack,3,453,600,561
Adachi_20170906151012.jpg,600,600,Crack,327,346,377,452
Sumida_20170915160047.jpg,600,600,Crack,331,412,388,539
Sumida_20170915160047.jpg,600,600,Crack,357,409,514,550
Numazu_20170907135826.jpg,600,600,Crack,65,383,600,600
Numazu_20170907135826.jpg,600,600,Crack,1,358,188,600
Numazu_20170907135826.jpg,600,600,Crack,410,464,600,600
Numazu_20170906100254.jpg,600,600,Crack,21,329,291,599
Muroran_20170906093245.jpg,600,600,Crack,485,400,564,596
Ichihara_20170929094709.jpg,600,600,Crack,55,407,354,600
Sumida_20170915101253.jpg,600,600,Crack,336,428,430,524
Sumida_20170915101253.jpg,600,600,Crack,101,439,236,565
Nagakute_20170907145628.jpg,600,600,Crack,264,378,435,594
Chiba_20170913103841.jpg,600,600,Crack,253,517,411,543
Numazu_20170906130640.jpg,600,600,Crack,347,335,600,599
Numazu_20170906130640.jpg,600,600,Crack,121,329,200,426
Adachi_20170908094835.jpg,600,600,Crack,446,204,596,237
Adachi_20170908094835.jpg,600,600,Crack,9,297,157,328
Adachi_20170908094835.jpg,600,600,Crack,139,211,239,320
Muroran_20170913135937.jpg,600,600,Crack,297,533,405,588
Muroran_20170913135937.jpg,600,600,Crack,459,436,574,556
Adachi_20170906154236.jpg,600,600,Crack,288,286,404,591
Chiba_20170925171817.jpg,600,600,Crack,18,482,600,600
Sumida_20170920143424.jpg,600,600,Crack,288,390,325,515
Nagakute_20170913150135.jpg,600,600,Crack,9,538,600,596
Nagakute_20170913150135.jpg,600,600,Crack,5,430,600,508
Nagakute_20170908090436.jpg,600,600,Crack,243,294,600,591
Adachi_20170921134150.jpg,600,600,Crack,203,313,443,589
Muroran_20170911092301.jpg,600,600,Crack,219,370,383,599
Muroran_20170907111327.jpg,600,600,Crack,56,325,514,596
Muroran_20170907101946.jpg,600,600,Crack,85,347,524,600
Numazu_20170906132227.jpg,600,600,Crack,401,404,598,453
Numazu_20170906132227.jpg,600,600,Crack,170,345,307,586
Adachi_20170908100920.jpg,600,600,Crack,384,212,468,579
Ichihara_20170929091944.jpg,600,600,Crack,388,393,600,568
Sumida_20170911171535.jpg,600,600,Crack,436,469,570,553
Numazu_20170906090055.jpg,600,600,Crack,112,380,600,600
Numazu_20170907143421.jpg,600,600,Crack,475,507,600,600
Adachi_20170906151255.jpg,600,600,Crack,56,325,390,431
Adachi_20170906151255.jpg,600,600,Crack,130,525,598,599
Adachi_20170906151255.jpg,600,600,Crack,416,330,596,443
Numazu_20170907141406.jpg,600,600,Crack,84,451,486,593
Adachi_20170914155257.jpg,600,600,Crack,11,170,455,511
Chiba_20170915143337.jpg,600,600,Crack,156,493,600,568
Numazu_20170906100211.jpg,600,600,Crack,9,386,513,600
Adachi_20170911112741.jpg,600,600,Crack,240,206,441,230
Adachi_20170911112741.jpg,600,600,Crack,8,339,597,598
Muroran_20170913131259.jpg,600,600,Crack,1,353,600,600
Numazu_20170907134245.jpg,600,600,Crack,66,444,421,596
Numazu_20170907134245.jpg,600,600,Crack,7,404,186,596
Adachi_20170912133803.jpg,600,600,Crack,259,316,576,376
Adachi_20170912133803.jpg,600,600,Crack,440,387,597,557
Muroran_20170911113039.jpg,600,600,Crack,95,328,600,600
Muroran_20170907140324.jpg,600,600,Crack,291,365,600,595
Adachi_20170906105353.jpg,600,600,Crack,352,216,513,448
Adachi_20170906105353.jpg,600,600,Crack,105,209,269,496
Muroran_20170908095807.jpg,600,600,Crack,153,373,593,595
Muroran_20170921131451.jpg,600,600,Crack,260,326,329,600
Muroran_20170921131451.jpg,600,600,Crack,509,478,600,581
Muroran_20170921131451.jpg,600,600,Crack,59,327,303,600
Muroran_20170921092454.jpg,600,600,Crack,50,396,600,411
Adachi_20170921152137.jpg,600,600,Crack,452,357,581,404
Adachi_20170921152137.jpg,600,600,Crack,81,312,168,414
Numazu_20170906142419.jpg,600,600,Crack,488,485,566,594
Sumida_20170915134527.jpg,600,600,Crack,270,408,365,532
Muroran_20170911151227.jpg,600,600,Crack,1,292,184,580
Numazu_20170906144344.jpg,600,600,Crack,148,280,538,600
Adachi_20170907150010.jpg,600,600,Crack,4,235,198,376
Numazu_20170906144832.jpg,600,600,Crack,216,309,429,544
Numazu_20170906144832.jpg,600,600,Crack,1,284,209,575
Numazu_20170906130704.jpg,600,600,Crack,352,313,600,517
Numazu_20170906130704.jpg,600,600,Crack,213,371,374,417
Numazu_20170906130704.jpg,600,600,Crack,1,310,154,502
Numazu_20170906130704.jpg,600,600,Crack,190,459,299,575
Sumida_20170907160558.jpg,600,600,Crack,92,393,514,463
Sumida_20170907160558.jpg,600,600,Crack,82,483,439,523
Muroran_20170911135903.jpg,600,600,Crack,9,354,589,598
Adachi_20170906093959.jpg,600,600,Crack,294,248,329,332
Adachi_20170906093959.jpg,600,600,Crack,302,275,448,594
Numazu_20170906151557.jpg,600,600,Crack,8,457,422,595
Sumida_20170915162731.jpg,600,600,Crack,100,406,259,568
